slug,created_at,title,excerpt,category,content,draft
acvariu-colegiul-national,2026-02-25T00:00:00.000Z,Prezentare Noul Acvariu Al Scolii,"Anul acesta am ales să populăm acvariul cu pești, întrucât anul trecut l-am avut pe vestitul Kemy, care a căpătat repede faimă în școală. Dorim să avem diversitate, astfel am zis să schimbăm și să aducem pești",Prezentare,"![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_1_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_2_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_3_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_4_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_5_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_6_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_7_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_8_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_9_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_10_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_11_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_12_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_13_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_14_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_15_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_16_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_17_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_18_of_19.webp)
![](/gallery/acvariu-colegiul-national/Acvariul_din_Colegiul_National-1_19_of_19.webp)",
acvariu-nou,2026-01-15T00:00:00.000Z,Noul Acvariu al școlii,"Anul acesta am ales să populăm acvariul cu pești, întrucât anul trecut l-am avut pe vestitul Kemy, care a căpătat repede faimă în școală. Dorim să avem diversitate, astfel am zis să schimbăm și să aducem pești",Informational,"### Cum am ajuns să readucem acvariul școlii la viață?

Păi scopul nostru este de a oferi șansa tuturor să admire diverse viețuitoare, în cazul nostru țestoase sau pești. Anul acesta am ales să populăm acvariul cu pești, întrucât anul trecut l-am avut pe vestitul **Kemy**, care a căpătat repede faimă în școală. Dorim să avem diversitate, astfel am zis să schimbăm și să aducem **pești**.

### Care au fost pașii?

Mai întâi am curățat acvariul de reziduurile rămase de anul trecut. Nu este un proces complicat, niște apă și niște cârpe își fac treaba. După aceea, am achiziționat pietriș, plante, filtru, soluții pentru apă. Am așezat cu grijă pietrișul, am luat plante ce aveau și melci acvatici pe ele și le-am împământat ușor, dar bine. După aceea am adăugat decorațiuni. Am fixat filtrul și am umplut acvariul cu apă.

Acesta este momentul în care am lăsat acvariul să se **cicleze**.

-   **Ce este ciclarea?**  
    Pe scurt, acvariul își formează anumite bacterii în el care echilibrează nivelul de oxigen, CO₂ etc.
    
-   **Cum am grăbit ciclarea?**  
    Apa pe care am pus-o a fost luată dintr-un acvariu deja ciclat, adică apă cu bacterii deja formate în ea. Astfel, am lăsat acvariul în pace, cu filtrul pornit și lumina regulată, până nu s-au mai format alge, iar plantele erau prinse și făceau fotosinteză. Cât a durat? Aproximativ **o lună**.
    

### Ce urmează?

A urmat să achiziționăm peștii, inițial 2 **betta**, o femelă și un mascul. Ei doi sunt motivul pentru care acvariul are așa de multe plante, pentru ca femela să se poată ascunde de mascul, întrucât masculul are intenția de a **o omorî**. Am continuat în jur de 2 săptămâni cu 2 pești, dar am realizat că un acvariu așa de mare, ce are doar 2 pești, nu este așa de fascinant, astfel am ajuns la concluzia că trebuie să mai adăugăm. Așadar, am adus **2 sanitari**, pentru a întreține apa prin curățarea reziduurilor ce ajung pe fundul acvariului, și **5 zebre** pentru a aduce energie în acvariu.

### Ce planuri avem?
Vrem să aducem mulți pești, să fie un adevărat ecosistem, cu diverse specii, demne de admirat de elevii Colegiului Național.

Mulți sunt curioși unde este **Kemy** și de ce nu îl mai aducem. Kemy a crescut, puțin cam mare pentru acvariul școlii. Astfel, broscuța a rămas la Alex acasă, într-un pond natural, alături de **Galbenus**. Probabil că acum hibernează, întrucât este sezonul.

### Ce rugăminți avem?

**NU** mai umblați la acvariu fără supravegherea lui Alex sau a lui Ioachim, întrucât ei, alături de doamna profesoară Bohotineanu, muncesc foarte mult pentru a-l întreține. Au fost cazuri în care a fost perturbat ciclul acvariului, stricând ecosistemul. Mulțumim! Iată și câteva poze cu speciile acvariului, în caz că nu ați avut ocazia să le admirați fizic.

![](/gallery/acvariu-nou/acvariu_full.webp)
![](/gallery/acvariu-nou/femela_beta_(2).webp)
![](/gallery/acvariu-nou/femela_beta.webp)
![](/gallery/acvariu-nou/mascul_beta_si_zebra.webp)
![](/gallery/acvariu-nou/sanitar.webp)
![](/gallery/acvariu-nou/sanitar_(2).webp)
![](/gallery/acvariu-nou/sanitar_(3).webp)
![](/gallery/acvariu-nou/snail.webp)
![](/gallery/acvariu-nou/zebra.webp)
![](/gallery/acvariu-nou/zebra_(2).webp)
>photo by Diaconu Ioachim",
azalee-camelii,2025-04-09T00:00:00.000Z,Expoziție Azalee & Camelii,"GRĂDINA BOTANICĂ „ANASTASIE FĂTU” IAȘI este cea mai veche grădină botanică din România, fondată în 1856 de medicul și naturalistul Anastasie Fătu. Se întinde pe aproximativ 100 de hectare, fiind una dintre cele mai mari din țară.",Informational,"**GRĂDINA BOTANICĂ „ANASTASIE FĂTU” IAȘI** este cea mai veche grădină botanică din România, fondată în 1856 de medicul și naturalistul Anastasie Fătu. Se întinde pe aproximativ 100 de hectare, fiind una dintre cele mai mari din țară. Grădina include 12 sere care adăpostesc specii tropicale, subtropicale și mediteraneene, printre care: orhidee, plante carnivore, bonsai, cactuși

Aici sunt organizate expoziții tematice anuale, cele mai cunoscute fiind **„Flori detoamnă”**, unde sunt expuse crizanteme și dovleci decorativi, și **„Flori de primăvară”**, dedicată lalelelor, narciselor și zambilelor.

Printre cele mai apreciate atracții se numără Grădina japoneză, sectorul de plante medicinale și lacul cu nuferi.

![photo by Ilinca Fronea](/gallery/articol-azalee/azalee-v1-(2).webp)
>photo by Ilinca Fronea

# CARACTERISTICILE SPECIEI:
Face parte din genul Rhododendron, dar este clasificată în două subgenuri:
- Pentanthera (azalee căzătoare)
- Tsutsuji (azalee sempervirescente)

Răspândire: Asia, Europa, America de Nord

Înflorirea sincronizată – toate florile apar simultan, într-o explozie de culoare.

Preferă un sol acid, cu un pH cuprins între 4,5 și 6,0, bogat în materie organică.

Azaleele preferă temperaturi cuprinse între 15 și 24°C.

![photo by Ana-Maria Ionescu](/gallery/articol-azalee/azalee-v2.webp)
(Toxicitate: Frunzele și florile conțin grayanotoxine, periculoase pentru oameni și animale.)
![photo by Ana-Maria Ionescu](/gallery/articol-azalee/Azalee-v3.webp)
(Dimensiunea arbuștilor variază dela 30 cm până la 2,5m.)
>photo by Ana-Maria Ionescu

Forma florilor poate fi simplă, dublă, în formă de trompetă sau cu margini ondulate. 

Florile de azalee pot avea o gamă variată de culori:
- **Roz** – una dintre cele mai comune culori, variind de la rozpal la roz intens.
- **Roșu** – vibrant
- **Alb** – simbol al purității, foarte apreciate în peisagistică.
- **Portocaliu și galben** – mai rare, dar extrem de spectaculoase.

![](/gallery/articol-azalee/Azalee-v4.webp)
![](/gallery/articol-azalee/Azalee-v5.webp)
![](/gallery/articol-azalee/Azalee-v6.webp)

## ÎNGRIJIREA PLANTEI

Pentru a menține o formă compactă și pentru a stimula o creștere sănătoasă, tunderea azaleelor se efectuează după perioada de înflorire. Se recomandă îndepărtarea ramurilor uscate sau slab dezvoltate, având grijă să nu se taie mugurii noi care vor forma florile viitoare. Una dintre cele mai frecvente probleme întâlnite la azalee este cloroza, manifestată prin îngălbenirea frunzelor, cauzată de lipsa nutrienților sau de un pH nepotrivit al solului. Pentru a preveni și trata această afecțiune, este esențială monitorizarea și ajustarea condițiilor de sol și fertilizare.

Azaleea este o plantă care preferă locurile semiumbrite sau umbrite, ferite de lumina directă a soarelui. Udarea plantei se poate face cu apă de ploaie sau necalcaroasă, la temperatura camerei. Azaleele pot fi plantate lângă conifere, precum brad sau tuia, dar sunt compatibile și în vecinătatea laurilor de munte, tufișului de lăcrămioare, dragila japoneză, spanz, ghiocei sau narcise.

![Photos by Ilinca Fronea](/gallery/articol-azalee/Azalee-v7.webp)
![Photos by Ilinca Fronea](/gallery/articol-azalee/Azalee-v8.webp)
>photo by Ilinca Fronea
![Photos by Ayana Sălceanu](/gallery/articol-azalee/Camelii-v1.webp)
>photo by Ayana Sălceanu

## CARACTERISTICILE SPECIEI
- Face parte din familia Theaceae și este originară din Asia de Est. Include mai multe specii, cea mai cunoscută fiind Camellia japonica.
- Preferă soluri acide, bine drenate, bogate în humus, cu un pH cuprins între 5,5 și 6,5.
- Înflorește la finalul iernii - începutul primăverii.
- Preferă un climat temperat; adaptabilă la condiții de temperaturi scăzute. Totuși, este recomandată protejarea plantei de vânturile reci, în special în sezonul rece.

Toxicitate: nu sunt toxice pentru oameni și animale. ![Photos by Amelia Dumitrașcu](/gallery/articol-azalee/Camelii-v2.webp)
>photo by Amelia Dumitrașcu

Dimensiunea arbuștilor variază de la 50 cm până la 6 m. ![Photos by Ayana Sălceanu](/gallery/articol-azalee/Camelii-v3.webp)
>photo by Ayana Sălceanu

## Structura florii și polenizarea:
- Petale mari, cu un centru compus din stamine și pistil.
- Polenizarea asigură fertilizarea florilor și formarea semințelor.
- Frunze persistente, verzi, lucioase, cu margini ușor dințate.
- Flori mari, solitare, simple sau duble, în nuanțe de alb, roz și roșu.

Tăierile nu sunt necesare în mod regulat, dar este recomandată îndepărtarea florilor ofilite și a ramurilor uscate pentru menținerea unui aspect estetic plăcut. Dacă este necesară corectarea formei, aceasta se realizează imediat după înflorire.

## Îngrijirea speciei:
- Este esențială menținerea unui substrat moderat umed, evitând atât uscarea excesivă, cât și stagnarea apei, care poate provoca putrezirea rădăcinilor.
- Se recomandă utilizarea apei necalcaroase (de ploaie sau filtrată), deoarece un conținut ridicat de calcar poate afecta negativ planta.
- Aplicarea unui îngrășământ special pentru plante acidofile (azalee, magnolii) în perioada de creștere activă, primăvara și vara, contribuie la dezvoltarea armonioasă a cameliei. Se evită fertilizanții care conțin calciu, deoarece aceștia pot modifica pH-ul solului.

![Photos by Ilinca Fronea](/gallery/articol-azalee/Camelii-v4.webp)
![Photos by Ilinca Fronea](/gallery/articol-azalee/Camelii-v5.webp)
>photo by Ilinca Fronea

Există peste 3.000 de varietăți de Camellia japonica, multe dintre ele dezvoltate special pentru frumusețea florilor sau rezistență la boli.

Planta este extrem de longevivă, existând exemplare celebre care depășesc vârsta de 500 de ani.

Florile de camelie nu au un parfum foarte intens, ceea ce contrastează cu aspectul lor spectaculos.

![Photos by Ayana Sălceanu](/gallery/articol-azalee/Camelii-v6.webp)
>photo by Ayana Sălceanu

## ȘTIAȚI CĂ...?

- Uleiul extras din semințele de camelie (uleiul de Tsubaki) este utilizat în industria cosmetică și farmaceutică pentru proprietățile sale hidratante și antioxidante, fiind apreciat în îngrijirea pielii și părului.

- În medicina tradițională asiatică, frunzele de camelie sunt folosite datorită conținutului bogat în compuși antioxidanți și antiinflamatori, având potențial terapeutic.

- Cercetări recente sugerează că extractele din frunze și flori de camelie prezintă efecte antibacteriene și antiinflamatorii, fiind studiate pentru dezvoltarea unor noi produse farmaceutice.

##  POZE DIN GRADINA

![](/gallery/articol-azalee/Expozitie-v1.webp)
![](/gallery/articol-azalee/Expozitie-v2.webp)
![](/gallery/articol-azalee/Expozitie-v3.webp)
![](/gallery/articol-azalee/Expozitie-v4.webp)
![](/gallery/articol-azalee/Expozitie-v5.webp)
![](/gallery/articol-azalee/Expozitie-v6.webp)
![](/gallery/articol-azalee/Expozitie-v7.webp)
![](/gallery/articol-azalee/Expozitie-v8.webp)",
biologie-altfel-9c,2026-02-03T00:00:00.000Z,Biologia Altfel: Analiza Microscopica,"În cadrul activităților desfășurate în Săptămâna Altfel, elevii clasei a 9-a C din cadrul instituției de învățământ Colegiul Național Iaşi, sub îndrumarea doamnei profesor Ioana Bohotineanu, au avut ocazia de a explora lumea invizibilă ochiului liber prin intermediul microscopului optic.",Activitate,"Microscopul – o fereastră spre înțelegerea vieții
În cadrul activităților desfășurate în Săptămâna Altfel, elevii clasei a 9-a C din cadrul instituției de învățământ Colegiul Național Iaşi, sub îndrumarea doamnei profesor Ioana Bohotineanu, au avut ocazia de a explora lumea invizibilă ochiului liber prin intermediul microscopului optic. Această experiență nu a fost doar una practică, ci și una profund formativă, stimulând curiozitatea, gândirea critică și capacitatea de a înțelege complexitatea vieții la nivel microscopic.
Analiza microscopică a început cu rădăcina de Ipomoea și  rădăcina de Zea mays, două structuri vegetale aparent simple, dar care, privite la obiectiv, dezvăluie o organizare internă riguroasă. Rădăcina de Ipomoea prezintă o structură tipică dicotiledonatelor, cu vase conducătoare dispuse radial. Această organizare asigură un transport eficient al apei și substanțelor nutritive. Țesuturile conducătoare, celulele parenchimatice și dispunerea ordonată a acestora demonstrează adaptarea plantelor la mediul de viață. Rădăcina de Zea mays, plantă monocotiledonată cu celule alungite, se remarcă prin prezența unui fascicul conducător dispersat și lipsa cambiumului( țesut meristematic). 
Studiul a continuat cu stomatele de Vicia și frunza de pin- stomatele de Vicia sunt formate din două celule de gardă care controlează schimburile gazoase și transpirația. Prin deschiderea și închiderea lor, planta reglează pierderile de apă și schimbul de oxigen și dioxid de carbon. Observarea stomatelor evidențiază rolul esențial al frunzei în respirația și fotosinteza plantelor, iar frunza de pin are o structură adaptată mediilor uscate, prezentând cuticulă groasă, stomate adâncite și țesut de susținere bine dezvoltat. Aceste adaptări reduc pierderile de apă și protejează frunza de condiții nefavorabile.
Un moment important al activității l-a reprezentat secțiunea prin tulpină , ce permite identificarea țesuturilor fundamentale: epidermă, parenchim, țesuturi conducătoare. Dispunerea acestora variază în funcție de tipul plantei, dar rolul lor comun este susținerea, protecția și transportul substanțelor. Această observație ajută la înțelegerea funcționării integrale a plantelor.
Trecerea la probele de origine animală a adus o nouă perspectivă. Sângele de pește a permis observarea celulelor care asigură transportul oxigenului dizolvat în apă către țesuturi. Prezența nucleului diferențiază sângele peștilor de cel al mamiferelor și reflectă diversitatea adaptărilor fiziologice din regnul animal. Țesutul muscular striat scheletic de la câine este alcătuit din fibre alungite, multinucleate, cu striații transversale vizibile. Acest tip de țesut este responsabil de mișcările voluntare ale corpului.  Țesutul nervos a fost, poate, cel mai fascinant, având rolul de a recepționa și transmite impulsuri nervoase. Neuronii prezintă prelungiri specializate – dendrite și axon – care permit comunicarea rapidă. 
Activitatea s-a încheiat cu analiza rețelei testiculare cu celule diploide de la iepure, un exemplu relevant pentru înțelegerea proceselor de reproducere și continuitate a vieții. 
Această observație a pus în lumină responsabilitatea științei în explicarea și respectarea mecanismelor fundamentale ale existenței.
Privind prin ocularul microscopului, noi, elevii, nu am văzut doar celule și țesuturi, ci am înțeles cât de complexă și fragilă este viața. Activitatea a încurajat gândirea critică, punerea de întrebări și dorința de a căuta explicații, transformând învățarea într-un proces activ și conștient.
Săptămâna Altfel a demonstrat astfel că educația nu înseamnă doar acumulare de informații, ci și formarea unei perspective asupra lumii. Microscopul a devenit o punte între teorie și realitate, între știință și emoție, oferindu-ne o lecție care va rămâne mult timp în memoria noastră.
![](/gallery/biologie-altfel-9c/biologie-altfel-9c1-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c3-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c4-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c5-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c6-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c7-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c8-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c9-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c10-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c11-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c12-of-17.webp)
![](/gallery/biologie-altfel-9c/biologie-altfel-9c13-of-17.webp)",
elevi-studenti-rezidenti-vis,2025-01-09T00:00:00.000Z,"Elevi, studenți și rezidenți: etapele îndeplinirii unui vis","Dorința de a deveni medic, de a salva vieți și de a îmbunătăți considerabil traiectoria existenței unui individ și, implicit, a unei comunități, se materializează, după cum este bine cunoscut, printr-o muncă perpetuă, întinsă pe parcursul a mulți ani de studiu",Activitate,"Dorința de a deveni medic, de a salva vieți și de a îmbunătăți considerabil traiectoria existenței unui individ și, implicit, a unei comunități, se materializează, după cum este bine cunoscut, printr-o muncă perpetuă, întinsă pe parcursul a mulți ani de studiu. Astfel, programul „Săptămâna altfel” din cadrul Colegiului Național Iași debutează, pentru pasionații de medicină, cu o întâlnire marcată de sinceritate, presărată cu informații semnificative și încununată de emoția îndeplinirii aceluiași vis: de a deveni medic.

Cele câteva ore petrecute în sala de festivități a liceului au însemnat, pentru elevii prezenți, o pătrundere atât de mult râvnită în universul medicinei din cadrul Universității de Medicină și Farmacie „Grigore T.Popa” din Iași. Atât studenți din cel de-al doilea și al treilea an de studiu, cât și rezidenți în domenii precum neurologie (medic rezident Iacob Agnes), endocrinologie (medic rezident Tarcău Olivia), cardiologie (medic rezident Alexandra Zăvoi) și dermatologie (medic rezident Tarcău Bogdan), au vorbit despre parcursul lor, au prezentat facultatea și specializările alese și au răspuns tuturor curiozităților, plasându-i pe tineri în orizontul cunoașterii mai detaliate a carierei pe care doresc să o urmeze. Astfel, subiectele atinse au inclus prezentarea instituției, atât ca universitate, cât și ca facultate, atenția concentrându-se, în prima parte a întâlnirii, asupra unor aspecte organizatorice și generale, precum examenul de admitere, repartizarea în serii și grupe și schimbarea acestora pe parcursul anilor, practicile obligatorii din gărzi și încurajarea elevilor, odată deveniți studenți, de a se implica în voluntariatele organizate de Societatea Studenților Mediciniști Iași (SSMI) și Societatea Studențească de Chirurgie din România (SSCR). Totodată, partea teoretică a întâlnirii a fost dublată de una practică, prezentându-se fotografii și înregistrări sugestive cu diverse experimente din laboratoarele facultății. De asemenea, sesiunea de întrebări și răspunsurile oferite de rezidenții specializați în anumite domenii și studenții care încă trăiesc experiența facultății au satisfăcut curiozitățile elevilor, oferindu-le șansa de a se informa, dintr-un cadru neoficial, și de a-și alimenta dorința prin puterea sinceră a exemplelor unor cariere încununate de succes.

Astfel, activitatea a însemnat, pentru aspiranții la titlul de medic, o călătorie în propriul viitor, dar și un mijloc de cunoaștere, înțelegere și conștientizare a efortului necesar îndeplinirii acestui vis. Din clasa a XI-a D, Cezara Zeiț afirmă următoarele: „Activitatea a fost specifică pentru cei ce vor la UMF, fiind elevi target, iar noi am reușit să ne înțelegem între noi. Nimeni nu s-a plictisit, toată lumea a fost acolo. Toate curiozitățile au fost satisfăcute, atât pe partea de specializare, cât și pe cea de facultate. Îi invităm să mai vină și anul viitor.” Din perspectiva aproape absolvenților de liceu, care își doresc să studieze medicina, Alexandra Iațco, din clasa a XII-a A spune despre această activitate că „A fost o activitate foarte interesantă, care mi-a oferit multiple perspective asupra specializarilor posibile după terminarea facultății de medicină. Am fost introduși în lumea dermatologiei, endocrinologiei, neurologiei și cardiologiei, arătânduni-se anumite studii de caz și explicânduni-se ce presupune fiecare dintre acestea, pe înțelesul nostru. M-a impresionat pasiunea fiecărui domn/ doamnă doctor, care erau evident fascinați de domeniul ales. Prezentările m-au provocat să meditez încă de pe acum asupra viitoarei mele cariere, deși va mai trece ceva timp până când mă voi afla în fața unei astfel de decizii.”

![](/gallery/elevi-studenti-rezidenti-vis/group_pic1.webp)
![](/gallery/elevi-studenti-rezidenti-vis/group_pic2.webp)
![](/gallery/elevi-studenti-rezidenti-vis/scena.webp)
![](/gallery/elevi-studenti-rezidenti-vis/slides.webp)",
medici-fara-frontiere,2026-04-15T00:00:00.000Z,Medici fara frontiere,"Médecins Sans Frontières (MSF), cunoscută în română drept Medici Fără Frontiere, este una dintre cele mai importante organizații umanitare din lume. Aceasta a fost fondată în decembrie 1971, în Franţa, de către un grup de medici şi jurnalişti, în contextul războiului şi al foametei din Biafra, Nigeria. Inițiativa lor a pornit din dorinţa de a crea o organizație independentă, capabilă să ofere rapid şi imparţial ajutor medical de urgență celor aflați în nevoie.",Informational,"![](/gallery/medici-fara-frontiere/Medecins-Sans-Frontieres-1-of-3.webp)
![](/gallery/medici-fara-frontiere/Medecins-Sans-Frontieres-2-of-3.webp)
![](/gallery/medici-fara-frontiere/Medecins-Sans-Frontieres-3-of-3.webp)",
ochiul-prin-ochii-nostri,2026-02-19T00:00:00.000Z,"Ochiul, prin ochii noștri","Pentru clasa a X-a C, fiecare oră este „altfel”, astfel încât programul „Biologia altfel” se prelungește, în timp ce asupra celorlalte clase norișorul gri al școlii „normale” poposește până la următoarea vacanță.",Activitate,"Pentru clasa a X-a C, fiecare oră este „altfel”, astfel încât programul „Biologia altfel” se prelungește, în timp ce asupra celorlalte clase norișorul gri al școlii „normale” poposește până la următoarea vacanță. După un test… solicitant, în ultima oră a modulului trei am efectuat disecția pe ochiul de bovină (da, am reușit să dezghețăm ochii!). 
În urma vizionării videoclipului de pe canalul de Youtube AlphaVega ne-am echipat cu mănuși și curaj și am urmat îndeaproape indicațiile pe care le-am văzut, și care au fost detaliate și explicate de doamna profesoară de biologie. 

Distribuția:

- Prima bancă de la ușă (Luca Fetcu, Matei Vasiliu, Ioana Popa) – curățatul ochiului de grăsime a durat puțin mai mult decât a fost prevăzut, însă au excelat în secționarea sclerei, coroidei și retinei.

![](/gallery/ochiul-prin-ochii-nostri/prima_poza.webp)		

- Prima bancă de la geam (Francesca Farcaș, Tănase Ștefan, Luca Ciobanu, Matia Galan) – au ținut sus moralul echipajului, anticipând „explozia” corpului vitros în urma penetrării scleroticii.

- A doua bancă de la ușă (Sabina Brișan, Teodora Prescorniță, Cristiana Georgescu, Teodora Bondar) – au fost cea mai rapidă echipă, reușind să efectueze disecția pe doi ochi.
- A doua bancă de la geam (Ion Cotea, Nectarie Rusu, Toma Dumitriu, Andrei Popa) – s-au remarcat prin munca în echipă excelentă, finalizată cu obținerea unor rezultate finisate, exacte, chiar „matematice”. 

![](/gallery/ochiul-prin-ochii-nostri/doua_poza.webp)
>Știați că cristalinul este biconvex și asimetric, chiar dacă poate părea perfect sferic?

- A treia bancă de la ușă (Gabriel Zaharia, Teodora Zlăvog, Andrei Bălan, Diana Dăscălița) – în pofida pierderii nervului optic în procesul de curățare a globului ocular de grăsime și câteva organe anexe (gene și conjunctivă, aparținând aparatului de protecție, și mușchii extrinseci, aparținând aparatului motor), atmosfera a fost destinsă de anecdote literare și disecția a fost acompaniată de un spirit ascuțit de observație.
- A treia bancă de la geam (Domnul Matei Vuza, Claudia Chiriac, Ioana Rusu și Maria Abalașei) – experiența vastă a membrilor echipajului a generat un rezultat aproape perfect și cu adevărat „instagramabil”
- A patra bancă de la geam (Andrei Caba, Iustin Buga, Andrei Burtea) – ultimii, dar nu cei din urmă, au fost „gardienii timpului”, rafinându-și tehnica până în ultima secundă pentru a se asigura că structura biconvexă a cristalinului este pusă în lumină exact așa cum merită: impecabil.

Echipa de producție: 

Cameraman: Tudor Apescăriței
Regizor: Prof. Ioana Bohotineanu

La final, toți membrii echipajului au completat fișa corespunzătoare lucrării de laborator, prilej cu care am observat cum cristalinul, dacă este pus peste scris de tipar, îl mărește, asemănându-se cu o lupă. 
Chiar dacă sunetul clopoțelului care anunța pauza mare ne ademenea către alte activități, nu am uitat să curățăm instrumentele, să le așezăm în trusa de disecție și să ștergem mesele, lăsând laboratorul într-o curățenie impecabilă.
Mai jos, vă prezentăm fotografiile făcute de dragul nostru coleg Tudor, care a surprins atmosfera entuziastă din laboratorul de biologie.

![](/gallery/ochiul-prin-ochii-nostri/cincia_poza.webp)
![](/gallery/ochiul-prin-ochii-nostri/patra_poza.webp)
![](/gallery/ochiul-prin-ochii-nostri/treia_poza.webp)",
